num_visits,location,total_minutes_on_demo,user_age,demo_source,data_rows_input,operating_system,users_in_network,outreach_emails_sent,support_tickets_filed,converted
5,Atlanta,92.767105816,50,conference,10697,OSX,16,7,1,False
6,San Jose,147.142487363,53,conference,6990,Other,15,5,1,False
8,Boston,186.510832801,51,email,13164,OSX,10,8,2,True
8,San Jose,195.40672984,43,website,11841,OSX,29,5,1,True
6,Memphis,163.460359628,44,email,11430,Other,22,6,0,False
8,Memphis,104.204786013,52,email,6290,Windows,11,5,2,False
7,Austin,92.0026141233,45,website,11574,Windows,17,7,0,False
5,New York,97.5406688929,47,website,8066,Windows,21,6,3,False
9,San Diego,145.257625001,42,email,8964,OSX,40,7,0,False
7,San Diego,120.788461568,47,website,12771,Windows,38,6,1,True
6,Tulsa,92.379348332,49,website,9217,Windows,16,6,0,False
7,Phoenix,116.128272877,36,email,12275,Other,37,6,0,True
5,Atlanta,189.320863031,46,website,2252,Windows,25,5,3,False
7,Denver,145.362146699,33,referral,10771,OSX,31,6,3,False
8,Seattle,118.78980196,52,website,12378,Windows,23,7,2,True
6,Freehold,107.129309128,47,conference,9707,Windows,24,4,1,False
7,Columbus,27.9680099892,49,website,12233,Windows,14,5,1,False
7,Kansas City,126.782966589,39,referral,8208,Windows,19,6,0,False
7,Denver,150.590602841,47,email,11870,OSX,24,5,1,False
7,Freehold,178.508761741,46,referral,10513,Windows,22,8,0,False
9,Atlanta,137.333630336,38,referral,8709,OSX,26,6,0,False
7,San Jose,142.642941268,41,email,11910,Windows,30,6,2,False
9,Austin,116.750771193,49,referral,10844,Windows,26,6,3,True
8,Boston,172.973237715,48,website,9405,Other,21,7,1,True
9,Denver,143.193800783,48,website,11727,OSX,29,6,3,False
7,Memphis,108.457160469,44,conference,10754,Windows,19,5,0,False
5,Memphis,105.458240333,46,conference,5518,OSX,17,6,4,False
6,Atlanta,178.096810884,48,email,6552,Windows,16,7,0,True
9,Albany,210.434220469,42,website,9896,OSX,21,6,0,True
5,Chicago,103.160525502,39,email,14600,Other,33,6,0,True
8,Austin,193.531127867,49,website,5394,Windows,12,6,0,True
5,Chicago,175.043851439,40,website,11618,Windows,22,6,0,False
9,Albany,284.30291615,51,website,3346,OSX,11,6,0,True
5,Columbus,148.311087652,41,website,9647,Windows,22,7,0,False
7,Phoenix,179.12265663,45,email,12365,Windows,19,6,0,False
5,Austin,90.7130777969,39,email,8472,Windows,18,6,1,False
6,Tulsa,148.171124296,46,website,11931,Windows,14,7,0,False
9,Columbus,145.202703249,44,website,6692,Windows,21,4,4,True
7,Tulsa,129.594098186,35,referral,10561,Windows,28,5,0,False
7,Las Vegas,157.009530125,41,email,13183,OSX,22,6,0,False
8,Freehold,140.816732292,41,email,7033,Windows,21,7,0,False
5,Seattle,143.42805826,41,conference,6444,Windows,25,5,1,False
6,Denver,172.033622753,40,website,12945,Other,29,6,2,False
11,San Diego,81.9985461128,48,referral,9161,Windows,24,7,1,False
9,Chicago,228.094993714,50,website,9254,OSX,22,6,0,True
10,Denver,86.2323739345,44,website,6923,Windows,25,7,0,False
5,Chicago,138.870313118,46,conference,8469,OSX,15,5,0,False
6,Boston,110.823764201,42,website,5927,Windows,15,7,1,False
5,Boston,94.4816378821,46,conference,8910,Windows,19,6,2,False
10,Boston,120.839203819,45,referral,10643,Windows,25,5,3,False
9,Freehold,108.003212917,46,website,8862,Windows,7,7,0,False
10,Tulsa,132.496089104,48,website,10158,Windows,14,6,0,False
9,Seattle,134.677487386,43,referral,10264,Windows,15,7,0,False
6,Kansas City,196.046095719,41,referral,9983,Other,20,7,1,True
7,Freehold,103.675922309,48,conference,10695,Windows,21,7,0,False
7,San Jose,150.207810592,51,email,13514,Other,15,6,2,True
6,Tulsa,152.468306185,48,conference,5863,Other,14,6,1,False
8,Tulsa,154.826631831,48,referral,11541,Other,30,7,1,True
7,Tulsa,85.4199570925,44,conference,8071,Windows,18,5,1,False
6,Las Vegas,140.117066926,41,website,12080,OSX,22,7,0,True
7,Kansas City,166.468287075,45,conference,7090,Other,30,6,0,True
6,Kansas City,156.131828031,31,referral,13643,Windows,24,8,2,True
7,Seattle,177.744485271,48,conference,7232,Other,18,5,0,False
8,Boston,116.808990278,46,referral,8668,Other,22,5,0,False
5,Chicago,160.330117881,35,website,12738,Windows,22,5,0,False
8,San Diego,97.8606130096,48,website,9600,Windows,13,7,0,False
9,Chicago,124.969613416,47,referral,9998,OSX,25,7,3,False
7,Memphis,157.274497691,47,referral,11400,OSX,28,6,4,False
9,Boston,127.552579255,40,referral,9604,OSX,25,9,0,False
8,Atlanta,136.527063517,39,referral,9531,OSX,32,8,1,False
7,Los Angeles,173.510890809,40,conference,14057,OSX,27,6,0,False
6,Albany,190.38678554,39,referral,12198,OSX,24,6,2,True
6,Kansas City,197.769396484,41,conference,15718,Windows,22,7,0,True
6,Albany,162.575002808,50,website,8253,Windows,18,3,0,False
7,Denver,168.01952146,50,email,7779,Other,15,6,0,False
7,Albany,117.518026859,47,conference,8829,Other,12,6,0,False
5,Atlanta,170.377095393,40,referral,12767,Windows,19,6,0,False
7,Seattle,199.84632061,47,email,6172,Windows,20,6,0,True
7,Tulsa,143.418900984,50,website,10759,Windows,24,5,2,True
7,Seattle,157.731795646,49,email,7250,Windows,17,6,0,False
8,Boston,202.810249932,46,email,5848,OSX,19,6,0,True
6,Chicago,171.163872881,39,email,12712,Windows,23,6,0,False
7,Albany,214.083435947,39,referral,9359,OSX,12,7,1,True
7,Kansas City,96.6007745879,48,conference,9472,Windows,15,7,0,False
9,Tulsa,122.834023075,51,referral,10081,OSX,22,5,1,False
11,Memphis,121.887330814,40,website,9145,OSX,29,6,2,True
11,Tulsa,62.5950660128,39,referral,2991,Windows,23,6,0,True
5,Seattle,157.737588223,40,conference,5757,Windows,22,5,2,False
7,Denver,207.147668,46,conference,7581,OSX,17,6,0,False
7,Seattle,113.600049583,47,referral,8728,Windows,19,7,0,False
8,Las Vegas,150.826077275,43,referral,7430,OSX,26,7,3,True
6,Chicago,138.635966455,44,conference,11330,Windows,16,4,0,False
7,Seattle,199.835989547,46,email,8616,Other,20,5,1,True
7,Boston,137.172616046,47,website,9295,Windows,18,6,0,False
12,Tulsa,91.0430990676,37,email,6926,Windows,29,4,2,True
6,Chicago,159.129662382,39,email,11890,Other,31,5,1,False
8,Atlanta,138.238053413,33,email,10109,Windows,27,5,0,False
5,New York,163.104599263,37,email,11130,Windows,20,8,0,False
7,Memphis,145.16254213,52,email,6989,Windows,11,8,1,False
7,Seattle,153.850862231,52,website,11804,OSX,13,6,3,True
5,Boston,174.203202249,39,referral,14290,OSX,19,8,3,True
10,Atlanta,109.040913471,39,referral,9048,Windows,32,5,1,False
6,Seattle,76.6573199714,46,conference,10794,Windows,19,7,0,False
6,Los Angeles,154.854972646,46,conference,7178,Other,27,6,0,True
11,San Diego,109.137775247,43,referral,7969,Other,21,7,0,False
6,Tulsa,132.837099426,39,email,9786,Windows,29,7,0,True
10,Denver,146.135407217,37,email,10334,OSX,32,6,0,True
7,Los Angeles,115.295297683,46,referral,9195,Windows,21,7,0,False
6,Seattle,128.349466954,49,email,7035,Windows,13,5,2,False
9,Chicago,128.670905735,40,email,11014,Windows,31,5,4,True
5,Tulsa,180.098677772,40,website,12503,Windows,19,6,0,False
6,Las Vegas,144.693640147,43,conference,8551,Other,22,5,0,False
5,Freehold,87.9563204448,43,conference,5934,Windows,17,6,4,False
8,Chicago,181.707258122,47,email,17006,OSX,17,5,3,True
8,Denver,164.752257197,37,website,11176,Windows,26,6,1,True
6,Phoenix,192.193165121,51,conference,9873,OSX,15,8,0,False
5,Chicago,110.168841157,53,conference,6039,OSX,15,6,4,False
8,Las Vegas,122.786977203,44,conference,8373,Windows,19,5,0,False
6,Columbus,163.549822599,39,referral,9941,OSX,26,6,0,True
7,Los Angeles,165.225207148,36,website,11110,OSX,28,8,1,False
5,Chicago,142.525643195,50,email,7807,Windows,21,6,1,False
5,Columbus,128.876440578,48,conference,6931,OSX,16,7,2,False
7,San Jose,149.885996768,47,website,10119,Other,20,8,3,True
5,Phoenix,167.505622062,43,website,11945,Other,20,5,0,False
6,Phoenix,108.021543248,43,email,8019,Windows,18,7,1,False
7,Freehold,139.725749476,42,referral,7803,Windows,32,7,3,True
7,Atlanta,149.21619922,49,referral,8359,Other,23,7,1,True
8,Las Vegas,117.290747499,42,website,9096,Windows,22,7,0,False
4,New York,181.615865577,46,email,12876,Windows,10,6,0,False
11,Tulsa,127.670069866,45,referral,10541,OSX,24,5,2,False
8,San Diego,133.113200861,42,referral,7911,Windows,38,8,3,True
4,San Diego,178.33668435,48,email,8334,OSX,17,7,0,False
7,Columbus,105.825394513,45,conference,7181,Windows,20,5,0,False
9,San Diego,110.777145969,36,website,10574,Windows,28,7,0,False
9,Tulsa,227.217209178,39,referral,10250,Other,15,7,2,True
7,Denver,150.434368688,47,email,11581,OSX,22,6,0,False
9,Freehold,124.352579449,48,email,11226,Windows,20,8,3,True
7,Atlanta,134.502483873,45,referral,10186,Windows,23,7,1,False
7,Los Angeles,164.04619296,44,email,14510,Windows,22,5,1,False
6,Los Angeles,163.50575844,48,conference,7797,OSX,16,7,0,True
7,Tulsa,146.84775268,34,referral,11138,Windows,29,5,1,False
6,Denver,146.014029886,49,email,5544,Windows,9,7,2,False
9,Los Angeles,121.109773822,39,website,9480,Windows,37,7,1,True
8,Tulsa,179.707683468,40,website,11067,OSX,23,4,0,True
6,Albany,163.287775436,47,referral,10478,Windows,14,7,0,False
9,San Diego,128.613961864,45,email,12029,OSX,24,6,2,True
7,Seattle,146.19041651,46,website,2633,Windows,11,8,4,False
7,New York,187.621077936,39,referral,7490,Windows,20,6,1,True
8,Seattle,139.626624354,49,website,10813,Windows,20,5,3,True
8,Phoenix,213.364181379,43,referral,8819,OSX,20,5,1,True
8,Boston,192.784815044,41,website,13657,OSX,18,5,1,True
8,Kansas City,168.692243415,43,conference,15100,Windows,17,5,0,True
11,Chicago,108.065986142,42,email,12799,Other,21,6,5,True
6,Phoenix,135.082912657,38,email,9417,Windows,24,5,0,False
7,Seattle,136.796288897,49,conference,8271,Other,17,7,0,False
6,Phoenix,173.20110463,43,email,12324,OSX,27,8,1,False
6,Austin,188.098850508,40,email,12956,Other,32,5,3,True
14,Chicago,77.1336819038,34,conference,11384,OSX,27,6,3,True
8,Atlanta,206.890707312,44,referral,7961,OSX,17,5,1,True
7,New York,114.706442025,42,email,7538,Windows,15,4,0,True
8,Seattle,147.033806059,32,referral,13986,OSX,28,6,0,True
8,Albany,138.115418673,49,website,13834,Windows,16,8,5,True
4,New York,72.3870433835,49,website,9681,Windows,16,6,3,False
6,Los Angeles,74.6431433741,47,conference,9310,Windows,18,6,1,False
7,Kansas City,153.117991056,48,conference,8124,Windows,19,7,0,False
5,Seattle,158.158728444,44,conference,5337,Windows,20,6,2,True
12,Denver,100.581840395,37,referral,6768,OSX,33,7,1,False
6,Kansas City,182.776302217,49,referral,4923,Windows,25,7,1,True
6,Boston,143.552791024,57,email,8693,Other,9,6,1,False
8,Memphis,114.744249966,41,conference,15583,OSX,33,4,0,True
6,Phoenix,179.976883231,48,website,4455,Windows,10,8,1,False
4,Austin,149.457863278,51,conference,9066,OSX,17,5,0,False
8,Boston,138.203771816,45,referral,12227,OSX,23,7,1,False
8,Phoenix,95.1690566189,47,conference,16787,Windows,21,8,4,True
7,Atlanta,113.50852351,54,email,9084,Windows,15,6,0,False
6,Phoenix,168.691163105,53,website,6314,Windows,14,6,0,False
6,Austin,196.656331436,50,email,3494,Other,15,9,1,False
7,Austin,159.153352718,38,website,10603,Windows,19,5,0,False
7,Chicago,134.500955317,51,website,8287,Windows,8,5,1,False
7,Tulsa,92.3832887744,46,email,6446,Windows,13,6,2,False
5,Atlanta,155.441917924,46,conference,12627,Windows,12,6,0,False
7,Seattle,125.190796945,36,website,10876,OSX,26,7,0,False
7,Columbus,53.9925396399,45,email,10332,Windows,18,4,1,False
8,San Diego,181.757649782,40,referral,11645,OSX,24,8,0,True
5,Boston,129.845188777,47,conference,7690,Other,20,6,1,False
7,Columbus,135.996278199,32,website,9744,Windows,26,5,0,False
9,Kansas City,126.244677906,42,website,11187,OSX,32,5,4,False
9,Phoenix,84.2049529389,38,email,11199,Windows,27,5,5,True
8,Denver,116.783652443,35,referral,8038,OSX,36,5,3,False
6,Columbus,156.116785598,44,website,12550,OSX,30,6,3,True
5,New York,174.819408665,40,conference,14069,Windows,23,6,0,False
10,San Diego,144.479056499,36,referral,10067,OSX,29,6,1,False
5,Austin,129.605251809,44,email,6658,Windows,19,6,2,False
6,Chicago,104.710775184,43,conference,6615,Other,13,5,1,False
7,Austin,126.566666103,45,email,10135,Windows,11,5,0,False
5,Tulsa,116.270474842,48,conference,10489,Other,20,6,0,False
7,New York,143.256886636,46,email,5143,Windows,9,5,1,False
9,Los Angeles,116.736635392,39,email,9859,Windows,23,6,0,False
10,Boston,231.127261463,48,conference,8446,OSX,27,8,0,True
6,Boston,154.268431616,48,website,9234,Windows,21,6,3,True
7,Kansas City,184.269013087,52,conference,15165,OSX,22,7,2,False
8,Tulsa,150.737769321,39,referral,12108,OSX,29,5,4,False
11,Los Angeles,100.060942631,39,referral,8695,Windows,29,7,1,False
7,Atlanta,166.621202071,41,conference,13692,Windows,28,7,1,True
7,New York,169.541776866,48,referral,10585,OSX,26,6,3,True
8,Kansas City,148.215306398,46,email,11361,OSX,23,6,0,False
8,Seattle,140.080239963,42,email,10340,Windows,19,7,0,False
5,Seattle,239.948568926,42,email,3822,Windows,24,6,0,False
6,Tulsa,136.218933992,46,conference,10852,OSX,18,6,0,False
9,Columbus,189.89042835,41,conference,9368,Other,30,5,0,True
7,Memphis,141.486657344,46,conference,6336,Other,13,6,1,False
12,Los Angeles,112.218434182,45,referral,9560,OSX,25,6,1,False
6,Memphis,171.450560593,47,website,9082,Windows,21,5,0,False
7,New York,129.544810678,42,email,6447,Windows,16,6,1,False
9,Denver,200.645158021,44,email,7687,OSX,27,6,0,True
8,San Jose,119.824354211,49,conference,5043,Windows,13,4,2,False
8,Las Vegas,140.715981056,40,referral,9478,Windows,22,5,0,False
6,Phoenix,211.934775885,40,referral,3834,Windows,11,5,0,False
5,Phoenix,150.108847519,52,website,11383,Windows,13,6,0,False
8,San Jose,203.807895286,29,referral,8698,Windows,24,6,1,True
7,Tulsa,147.045983744,35,conference,11328,Windows,26,6,0,False
4,Kansas City,207.122916287,54,conference,2517,OSX,11,6,4,False
7,Las Vegas,110.639861444,53,conference,10839,OSX,14,7,0,False
8,Albany,124.70169968,33,referral,7825,Windows,21,7,0,True
6,San Diego,120.774448381,34,referral,18359,Other,24,7,3,True
5,Chicago,139.431918145,40,conference,6915,Windows,23,5,1,False
5,Columbus,150.145704666,50,email,6034,OSX,10,7,1,False
11,Denver,123.20781535,50,referral,9347,OSX,28,6,3,False
7,Atlanta,127.571262405,46,website,9569,Windows,17,5,0,False
7,Las Vegas,172.825243899,47,website,11551,OSX,20,7,0,False
5,Chicago,160.942282379,48,email,13086,Windows,9,6,0,False
10,San Jose,130.211789443,38,referral,7913,OSX,26,8,2,False
6,Boston,122.969275718,46,conference,11146,Windows,17,6,0,False
9,Atlanta,169.138805877,45,conference,6003,OSX,26,7,0,True
8,Phoenix,151.86764987,38,referral,9572,Other,27,5,2,False
7,Las Vegas,105.94568103,44,conference,8029,Windows,20,5,1,False
6,Las Vegas,178.111789626,55,conference,3769,OSX,14,5,2,False
11,Kansas City,108.847167538,41,referral,8788,OSX,27,6,2,False
6,Boston,177.253948954,47,website,13404,OSX,22,8,1,False
9,Austin,140.206935587,42,referral,9189,Windows,23,6,1,False
8,Chicago,150.976897008,43,website,8835,OSX,21,5,0,False
6,Atlanta,170.423233185,37,email,13778,Other,27,8,2,False
7,New York,199.326212464,55,referral,6351,Windows,29,6,1,True
10,San Diego,207.427822921,46,conference,8633,OSX,24,6,0,True
5,Albany,112.652298445,57,conference,7888,OSX,9,5,3,False
6,Seattle,144.282556237,34,website,10298,Windows,26,6,0,False
5,Albany,163.984406869,43,website,4096,Windows,13,6,3,False
8,Albany,190.146988191,46,email,7349,OSX,22,6,0,True
9,San Jose,111.006025046,52,website,9354,Windows,12,6,0,False
8,Columbus,159.236858055,44,website,8561,Windows,21,6,0,False
6,San Jose,140.857004297,44,email,9923,Windows,18,6,0,False
4,Freehold,234.097163999,61,referral,8045,Other,16,7,1,True
6,Austin,185.161384386,43,website,8871,Windows,27,7,0,False
10,San Jose,72.5606464725,35,referral,4559,Windows,27,4,0,False
4,Albany,205.088005205,44,email,6971,Windows,26,8,0,False
5,Kansas City,203.030230464,45,email,8841,Windows,18,6,0,False
10,Boston,136.086837811,46,email,11056,Other,24,7,2,False
6,Atlanta,134.589166063,50,email,10716,Windows,15,7,0,False
8,Phoenix,109.479178383,45,email,7352,Windows,21,4,0,False
8,Freehold,217.880675341,41,referral,11077,OSX,16,6,1,True
8,Memphis,172.17885989,38,email,6817,Windows,20,5,0,True
8,Las Vegas,169.925099198,34,referral,12169,OSX,26,6,1,False
5,Seattle,195.564490607,54,email,15004,OSX,17,5,1,False
5,Denver,160.112633335,44,website,7040,Other,24,5,0,True
4,Atlanta,165.765668913,35,website,12562,Windows,26,7,0,False
9,Las Vegas,107.399456176,35,referral,6664,Windows,27,6,0,False
7,Los Angeles,153.207457993,46,email,12775,Windows,20,6,1,False
7,Austin,122.258714922,42,conference,7481,Windows,15,6,0,False
7,Kansas City,191.486473797,40,referral,9229,OSX,16,5,1,True
6,Austin,196.462359463,49,email,8192,Windows,16,6,0,False
9,Kansas City,127.824251994,48,email,12744,Other,20,5,2,True
6,Atlanta,174.685416284,41,conference,12502,Other,22,6,0,False
7,Albany,138.024120852,44,email,9388,Windows,16,8,0,False
3,New York,166.224412848,47,conference,6337,OSX,26,6,3,False
7,San Diego,171.842864795,44,conference,5206,Windows,13,5,0,False
10,Atlanta,96.5969907182,48,referral,8092,OSX,21,6,1,False
7,Phoenix,142.361139465,44,email,11055,Windows,22,6,0,False
8,Columbus,131.314862373,41,referral,9017,OSX,28,7,1,True
8,Seattle,164.660737549,49,email,15349,Other,21,8,4,True
8,Kansas City,176.257572867,41,website,12106,Windows,20,7,0,False
10,Boston,138.349551818,47,email,11360,OSX,22,7,1,False
9,Seattle,210.729063269,40,website,8959,OSX,14,7,1,True
11,Albany,90.3259195298,33,referral,6912,Windows,27,6,0,False
7,Seattle,166.547365947,52,referral,8783,Windows,34,7,1,True
8,San Jose,228.289672921,41,referral,9564,OSX,19,5,0,True
3,Albany,172.799919393,45,conference,6635,OSX,20,6,2,False
9,Memphis,112.239171586,49,email,11274,Windows,26,7,1,True
7,Boston,138.537245381,40,referral,8651,Windows,25,6,0,False
9,Los Angeles,124.648307021,42,website,8912,OSX,21,6,4,True
9,Phoenix,212.457324665,44,email,10371,Other,24,6,0,True
8,Los Angeles,141.643887997,38,website,10286,Windows,21,6,0,False
5,Phoenix,159.193495778,43,conference,10934,OSX,21,8,0,False
9,Denver,238.44540008,51,email,9680,OSX,23,4,1,True
7,Los Angeles,179.643344237,42,website,10020,Other,22,7,0,True
10,Tulsa,126.099760985,45,referral,8480,OSX,28,7,1,False
5,Las Vegas,139.669690244,45,email,7715,Windows,22,5,1,False
5,Albany,113.336883,37,website,14804,OSX,20,5,1,True
9,Austin,132.313212617,31,referral,7734,Windows,29,6,1,True
8,Denver,189.089093913,47,email,11364,OSX,21,7,2,True
5,San Diego,179.000355056,46,conference,8277,Other,19,5,0,False
7,Phoenix,174.166288528,43,email,7943,Windows,23,4,0,False
8,Las Vegas,149.447368775,43,email,10785,Windows,23,6,0,False
5,Los Angeles,54.1789571049,48,conference,10049,OSX,13,7,2,False
5,Los Angeles,169.634385065,39,conference,13628,Windows,19,6,0,False
7,San Diego,118.676399983,39,referral,7366,Windows,22,6,0,False
8,San Diego,182.12485832,36,referral,12681,OSX,22,6,0,True
8,Phoenix,142.258224592,47,email,9146,Windows,22,7,1,True
6,Phoenix,184.818128875,50,conference,14875,Windows,14,5,0,False
8,Tulsa,135.596559476,39,referral,9396,Windows,22,6,0,False
7,Freehold,166.535227872,40,email,12393,Windows,18,7,0,False
7,San Diego,124.229860917,43,website,13515,Windows,31,8,4,True
8,Los Angeles,204.409159474,44,referral,3409,OSX,21,8,0,True
9,Denver,126.387621271,42,referral,9612,OSX,28,6,4,True
8,Chicago,215.960135727,40,website,11186,Windows,22,5,2,True
8,Chicago,136.395291198,53,website,9914,Windows,6,5,0,False
8,Denver,123.50630195,40,referral,9424,Windows,25,4,0,False
9,Chicago,151.514289478,42,email,8053,Windows,16,6,0,False
7,Seattle,190.73527678,52,website,9511,OSX,12,7,1,False
7,Las Vegas,151.714423745,42,email,12141,Windows,25,6,1,True
9,Chicago,159.18919602,46,email,9966,Windows,24,6,2,True
6,Memphis,211.463675678,48,email,5499,Other,18,7,0,False
6,Denver,45.7119093929,61,conference,7329,OSX,1,6,5,False
8,Phoenix,143.605693273,36,referral,9669,OSX,37,6,3,False
10,Albany,258.482393968,44,referral,9124,OSX,17,6,1,True
9,San Diego,100.719206014,33,referral,7602,Windows,30,4,2,False
8,Columbus,142.47596269,52,conference,9538,Windows,11,6,0,False
6,New York,139.792978232,47,email,7509,Windows,14,5,0,False
9,Tulsa,196.986405563,39,referral,16236,OSX,23,6,2,True
5,Seattle,277.883278408,50,website,4604,OSX,18,5,0,False
9,Freehold,139.522195191,38,website,9092,Windows,16,5,0,False
9,Phoenix,114.379197729,45,email,8126,Windows,13,6,0,False
4,San Jose,129.206761013,56,email,8557,OSX,16,7,3,False
7,Chicago,167.919353488,46,email,5103,Windows,16,5,0,False
6,Las Vegas,115.416798488,44,conference,5226,Windows,16,7,2,False
7,Las Vegas,154.256022332,43,conference,13020,OSX,28,7,0,True
7,Columbus,129.663706267,50,email,12671,Windows,10,6,4,True
9,Seattle,137.808132356,46,referral,6708,Windows,28,5,4,True
7,Columbus,122.07289169,29,referral,6536,Windows,28,7,0,False
6,Boston,197.159569663,36,website,13777,OSX,30,7,2,False
6,Kansas City,188.441641074,55,referral,9520,Windows,22,6,1,True
6,Memphis,133.874704414,49,email,7151,Windows,14,5,0,False
6,Los Angeles,165.026475779,31,referral,15826,Windows,19,6,4,True
7,Boston,145.462398793,56,website,8293,Windows,11,4,0,True
8,Boston,154.759715053,46,conference,12156,Windows,13,7,0,False
8,Phoenix,133.455165895,46,website,10235,Windows,17,6,0,False
6,Columbus,179.569793783,45,conference,11384,Other,27,6,0,False
6,Los Angeles,149.732151235,48,conference,7894,Other,15,9,0,False
6,Austin,155.18424927,42,email,12160,OSX,25,5,0,True
7,Tulsa,135.119786,52,email,6090,Windows,12,5,1,False
7,Kansas City,157.089039946,43,conference,13594,Windows,18,6,0,False
6,Las Vegas,113.016155388,48,website,11231,Windows,19,9,0,False
8,Denver,139.537617454,46,email,12191,Windows,29,7,3,False
4,New York,195.503861694,42,email,7840,Windows,25,5,0,False
4,Tulsa,196.566969951,41,email,14968,Windows,29,8,3,False
7,Boston,118.513657441,44,email,8517,Windows,23,7,0,False
9,Columbus,227.403967926,45,website,5998,OSX,20,6,0,True
7,Boston,152.197105237,38,website,11296,Windows,27,7,0,False
4,New York,194.873333478,47,conference,3406,OSX,12,7,3,False
5,Phoenix,122.743924832,54,conference,8902,OSX,9,5,1,False
8,Austin,146.239664183,43,email,10525,Windows,23,6,0,False
5,Los Angeles,147.681206723,44,website,8837,Windows,15,6,0,False
8,New York,180.211190073,55,referral,3885,Windows,10,6,0,False
9,Austin,124.489072734,41,email,12743,OSX,28,6,2,True
6,Boston,155.163792715,54,referral,6166,Windows,13,5,1,False
6,Atlanta,209.932545135,52,email,7683,OSX,15,7,0,True
6,Atlanta,152.106219145,47,conference,6284,Windows,19,5,1,False
7,Atlanta,147.928881334,36,website,11044,Windows,25,7,0,False
7,San Diego,156.719787575,43,email,11295,OSX,31,6,2,False
5,Phoenix,193.113385227,40,email,14566,OSX,26,6,0,False
6,Phoenix,170.457865704,40,referral,13727,OSX,26,8,2,True
10,Phoenix,113.452168431,37,referral,9307,OSX,34,7,3,False
8,Kansas City,117.936384189,46,conference,15076,Windows,13,5,5,True
9,Columbus,131.403116122,44,website,12579,OSX,23,7,4,True
8,Seattle,191.257883777,42,website,6782,OSX,20,5,0,True
7,Albany,160.659593378,38,website,12265,Windows,17,5,0,False
9,San Jose,190.328053412,45,conference,15541,OSX,38,6,1,True
6,Memphis,135.313974375,53,conference,8105,Windows,20,6,0,False
6,Boston,149.279905886,43,email,11686,Windows,14,7,0,False
6,Phoenix,161.890740405,55,email,7773,OSX,14,6,0,False
8,Seattle,120.706320018,51,referral,9050,Windows,15,5,0,False
7,Seattle,128.012900006,39,referral,9172,Other,25,6,0,False
11,Chicago,97.8942146482,39,conference,14915,OSX,22,6,3,True
6,Albany,192.703962167,47,email,6512,Windows,17,5,0,False
7,Albany,138.734214959,57,email,12021,Windows,18,6,0,False
6,Freehold,166.985898883,40,website,12844,Other,24,7,0,False
6,Tulsa,141.85229471,33,referral,13119,Windows,20,7,2,True
8,Phoenix,146.098887816,42,email,12228,Windows,23,6,0,False
9,San Jose,122.751526253,40,referral,10818,Windows,25,5,1,False
10,Denver,192.96642013,45,conference,9068,OSX,25,7,0,True
7,Denver,112.749720678,42,email,13594,Windows,23,6,0,False
6,Phoenix,57.0806462089,40,email,6751,Windows,20,6,4,False
7,Seattle,130.7995367,45,referral,7352,Windows,36,7,4,True
5,Phoenix,98.7225302403,49,conference,8921,Other,17,7,3,False
6,Denver,151.954898824,46,conference,7770,OSX,17,6,1,False
10,Memphis,144.409776944,45,email,9171,Windows,20,5,3,True
9,Austin,150.467040748,46,email,11431,Other,19,6,4,True
5,Boston,151.821708339,46,conference,6287,OSX,17,4,1,False
8,San Jose,138.086316199,43,referral,10127,Other,20,7,1,False
8,New York,134.015890977,38,website,9595,Windows,27,8,1,False
6,Chicago,153.655728519,47,conference,4722,OSX,15,8,1,False
5,New York,168.704105129,51,conference,7074,OSX,15,6,1,False
5,Albany,201.828381042,44,email,8326,Other,21,6,0,False
7,San Jose,102.766108406,40,website,12339,Windows,23,7,0,False
9,New York,153.538268954,46,email,8757,Windows,16,5,0,False
7,Austin,155.172459715,51,email,10256,Other,12,5,0,False
6,San Diego,102.876486796,37,email,7620,Windows,24,6,1,False
9,Boston,107.605252956,42,referral,7047,Windows,21,6,0,False
6,Tulsa,168.974613269,52,email,7169,Windows,18,5,0,False
9,Kansas City,141.952408997,43,website,9405,OSX,30,5,2,False
9,Tulsa,141.411333879,48,conference,10711,Windows,12,5,3,True
5,Freehold,200.910709536,43,conference,6696,OSX,19,6,0,False
7,San Jose,156.514823288,37,website,11436,Windows,20,7,0,False
6,New York,148.092104256,43,email,8381,Windows,22,6,0,False
7,Albany,186.264316159,36,email,13584,OSX,28,6,2,False
9,Denver,157.843907683,40,referral,11694,OSX,34,6,4,False
4,Phoenix,125.683232106,46,email,7831,Windows,20,5,1,False
4,Atlanta,185.925776113,47,conference,7341,OSX,20,6,0,False
6,Boston,204.050475486,41,conference,5857,Windows,24,5,0,False
6,Los Angeles,99.4532486454,45,website,6621,Windows,18,5,3,False
10,Kansas City,148.884291821,46,email,13754,OSX,23,6,1,False
6,Atlanta,94.9903686016,42,email,9143,Windows,23,7,1,True
5,Freehold,209.263384924,39,website,5967,Windows,20,7,0,False
6,Denver,173.824014224,47,conference,13856,Windows,19,5,0,False
8,San Diego,93.8928376836,48,referral,5861,Windows,10,5,1,False
7,Austin,105.926355696,40,conference,9961,Windows,24,7,0,False
9,Phoenix,159.259535587,48,email,13664,Other,22,5,1,False
6,Las Vegas,144.768106006,39,conference,10745,Windows,19,7,0,False
8,Austin,66.3680578925,47,conference,12421,Windows,13,5,0,False
